EQUIP_ID,YEAR,MAKE,MODEL,DESCRIPTION,DEPT,SALE_PRICE,SALE_DATE,SOLD_BY,VIN,Equipment Type
58342,2005,JEEP,LIBERTY,COMPACT SUV,SPD,4000,2016-03-23T00:00:01.000,BIDADOO ONLINE AUCTION,1J4GK48K95W582376,SUV - SML
53161,2005,CHEVROLET,EXPRESS ACCESS CG23405,CARGO VAN,SPD,7800,2019-09-03T00:00:01.000,MURPHYS AUCTION,1GCGG25V851263090,VAN
67141,2006,SAKAI,GW750,ROLLER - 10 TON VIBRATORY PNEUMATIC,SDOT,29500,2019-05-02T00:00:01.000,BIDADOO ONLINE AUCTION,VGW1-10156,ROLLER
58344,2005,JEEP,LIBERTY,COMPACT SUV,SPD,3550,2016-02-25T00:00:01.000,BIDADOO ONLINE AUCTION,1J4GK48K75W582375,SUV - SML
73522,2007,DODGE,GRAND CARAVAN,CARGO MINIVAN,SDOT,5275,2016-12-08T00:00:01.000,MURPHYS AUCTION,1D4GP23E37B151509,VAN - MINIVAN
80321,1969,KENWORTH,W921,PUMPER - HOSE TENDER,SFD,9291,2017-08-04T00:00:01.000,BIDADOO ONLINE AUCTION,112472,FIRE - PUMPER
43411,2004,FORD,E250,CARGO VAN,DPR,6652,2016-08-03T00:00:01.000,BIDADOO ONLINE AUCTION,1FTSE34L64HB22028,VAN
43414,2004,FORD,E250,CARGO VAN,DPR,7801,2016-09-21T00:00:01.000,BIDADOO ONLINE AUCTION,1FTSE34L44HB22030,VAN
43247,2004,CHEVROLET,ASTRO,PASSENGER MINIVAN,SPD,4100.89,2016-06-07T00:00:01.000,BIDADOO ONLINE AUCTION,1GNEL19X54B128867,VAN - MINIVAN
86468,2004,POLAR,PRED90,UTILITY VEHICLE 4 WHEEL,SPD,1027,2017-04-28T00:00:01.000,BIDADOO ONLINE AUCTION,RF3KA09C94T098953,UTILITY VEHICLE
78281,2007,GO-4,INTERCEPTOR II,PEO SCOOTER,SPD,3800,2016-04-26T00:00:01.000,MURPHYS AUCTION,2W9MPH6157S044163,SCOOTER
7226,2000,INGERSOLL RAND,P185WJDU,AIR COMPRESSOR - TRAILER MOUNTED,SDOT,6700,2019-01-25T00:00:01.000,BIDADOO ONLINE AUCTION,1T9BU12121W713001,COMPRESSOR
43538,2004,CHEVROLET,COLORADO,COMPACT PICKUP,SDOT,3125,2018-06-25T00:00:01.000,MURPHYS AUCTION,1GCCS196248189729,TRUCK - LIGHT
43971,2005,ELDORADO NATIONAL AEROTECH,420,AIRPORTER VAN - WHEELCHAIR LIFT,DPR,6877,2016-02-16T00:00:01.000,BIDADOO ONLINE AUCTION,1FDXE45P45HA32452,VAN
45611,2004,GMC,T7500,TRUCK - DUMPING FLATBED - CONCRETE,SDOT,13300,2019-07-02T00:00:01.000,MURPHYS AUCTION,1GDP7F1324F521774,TRUCK - DUMPING FLATBED
47134,2004,GMC,W5500,TRUCK - FRONT LOADER DUMP - CLASS 5,CEN,38500,2016-08-18T00:00:01.000,MURPHYS AUCTION,J8DE5B16X57300650,TRUCK - DUMP TRUCK
80392,1993,WELLS CARGO,TRAILER,TRAILER - ENCLOSED,SFD,3100,2018-08-22T00:00:01.000,MURPHYS AUCTION,1WC200F28P4014729,TRAILER
71758,2007,FORD,CROWN VICTORIA,SEDAN - FULL SIZE,SFD,3250,2018-12-27T00:00:01.000,MURPHYS AUCTION,2FAFP71W47X115512,SEDAN - PATROL
71761,2007,FORD,CROWN VICTORIA,SEDAN - FULL SIZE,SFD,3350,2017-10-25T00:00:01.000,MURPHYS AUCTION,2FAFP71W07X115510,SEDAN - PATROL
71790,2007,FORD,CROWN VICTORIA,SEDAN - FULL SIZE,SFD,2850,2018-02-28T00:00:01.000,BIDADOO ONLINE AUCTION,2FAFP71W27X115511,SEDAN - PATROL
43098,2004,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - 4X4,SPU,4754,2017-09-01T00:00:01.000,MURPHYS AUCTION,1GCDTI96348190535,TRUCK - LIGHT
43368,2004,CHEVROLET,COLORADO,COMPACT PICKUP,DPR,5100,2016-03-01T00:00:01.000,BIDADOO ONLINE AUCTION,1GCCS196148189933,TRUCK - LIGHT
43443,2004,CHEVROLET,COLORADO,COMPACT PICKUP,DPR,3832,2016-01-28T00:00:01.000,BIDADOO ONLINE AUCTION,1GCCS196648189538,TRUCK - LIGHT
43444,2004,CHEVROLET,COLORADO,COMPACT PICKUP,DPR,7400,2016-02-25T00:00:01.000,BIDADOO ONLINE AUCTION,1GCCS196748215290,TRUCK - LIGHT
31101,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,2677.04,2016-09-21T00:00:01.000,BIDADOO ONLINE AUCTION,2FABP7BV9AX139994,SEDAN - PATROL
63355,2006,FORD,F350,PICKUP - CREW CAB,DPR,9186,2017-03-13T00:00:01.000,BIDADOO ONLINE AUCTION,1FTWW30576EB69773,TRUCK - LIGHT
41706,2004,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,2025,2016-04-26T00:00:01.000,MURPHYS AUCTION,2G1WF52K849440914,SEDAN - MED
41710,2004,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,1715,2017-10-25T00:00:01.000,MURPHYS AUCTION,2G1WF52K549442667,SEDAN - MED
56510,2005,KENWORTH,T800B,TRUCK - 12 YD DUMP - CLASS 8,SPU,87500,2018-08-09T00:00:01.000,MURPHYS AUCTION,1NKDLB0X65R095862,TRUCK - DUMP TRUCK
80399,1998,MODEC,TRAILER,TRAILER - DECONTAMINATION,SFD,5200,2016-04-13T00:00:01.000,BIDADOO ONLINE AUCTION,UNKF0399,NONE
41265,2004,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,FAS,5200,2016-06-14T00:00:01.000,BIDADOO ONLINE AUCTION,JTDKB22U640049627,SEDAN - SML - HYBRID
31756,2011,FORD,CROWN VICTORIA,PATROL CAR,SPD,510.85,2016-04-19T00:00:01.000,BIDADOO ONLINE AUCTION,2FABP7BV6BX176499,SEDAN - PATROL
43687,2004,GMC,TTF7042 CAB-OVER TANDEM AXLE,TRUCK - FLATBED - LOOP - CLASS 8,SDOT,19100,2019-01-25T00:00:01.000,BIDADOO ONLINE AUCTION,1GDP7F13X5F502617,TRUCK - FLATBED
73326,2007,FORD,F350,PICKUP,DPR,11600,2017-09-01T00:00:01.000,MURPHYS AUCTION,1FTWF30P47EA55006,TRUCK - LIGHT
74661,2007,FORD,F250,PICKUP - 4X4,SPU,7500,2019-05-03T00:00:01.000,MURPHYS AUCTION,1FTSX21517EA52356,TRUCK - LIGHT
74627,2007,FORD,F350,PICKUP - CREW CAB - 4X4,SPU,12600,2017-12-21T00:00:01.000,MURPHYS AUCTION,1FTWW31507EA52357,TRUCK - LIGHT
71762,2007,FORD,CROWN VICTORIA,SEDAN - FULL SIZE,SFD,2510,2017-10-25T00:00:01.000,MURPHYS AUCTION,2FAFP71W87X115514,SEDAN - LRG
45964,2004,GMC,WT5500,TRUCK - REFUSE PACKER - CLASS 6,DPR,25100,2016-01-14T00:00:01.000,BIDADOO ONLINE AUCTION,J8DF5C13347700788,TRUCK - HEAVY
45537,2004,GMC,TTF8064 CAB-OVER TANDEM AXLE,TRUCK - FRONT LOADER DUMP - CLASS 8,SDOT,35200,2018-11-21T00:00:01.000,BIDADOO ONLINE AUCTION,1GDT8F4345F512924,TRUCK - DUMP TRUCK
68129,2006,KUBOTA,L5030-HSTC,TRACTOR - LOADER,DPR,20600,2017-03-03T00:00:01.000,BIDADOO ONLINE AUCTION,38982,TRACTOR - LOADER
99237,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,2035,2016-02-03T00:00:01.000,BIDADOO ONLINE AUCTION,2FAHP71V89X141260,SEDAN - PATROL
58346,2005,JEEP,LIBERTY,PEO COMPACT SUV,SPD,3027,2016-03-23T00:00:01.000,BIDADOO ONLINE AUCTION,1J4GK48K45W582379,SUV - SML
82458,2003,PETERBILT,330,TRUCK -  - CLASS 8,DPR,17450,2018-07-18T00:00:01.000,BIDADOO ONLINE AUCTION,2NPNHD8X63M809087,TRUCK - HEAVY
31711,2009,HONDA,MOTORCYCLE,POLICE MOTORCYCLE,SPD,1901,2018-10-30T00:00:01.000,MURPHYS AUCTION,JH25C51769K600684,MOTORCYCLE - PATROL
84651,2008,FORD,F350,PICKUP - SERVICE BODY - 4X4,SPU,19700,2018-06-20T00:00:01.000,BIDADOO ONLINE AUCTION,1FDSX35R88EC89071,TRUCK - LIGHT
31498,2010,FORD,CROWN VICTORIA,PATROL CAR - DUI,SPD,325,2016-08-18T00:00:01.000,MURPHYS AUCTION,2FABP7BV6AX140004,SEDAN - PATROL
41718,2004,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,3200,2017-03-13T00:00:01.000,MURPHYS AUCTION,2G1WF52K649443715,SEDAN - SML
53777,2005,CHEVROLET,SUBURBAN K1500/K15906,SUV - FULL SIZE - 4WD,SFD,7300,2017-03-24T00:00:01.000,BIDADOO ONLINE AUCTION,1GNFK16Z75R157020,SUV - LRG
63935,2006,FORD,F350,PICKUP - DUMP BODY,DPR,9700,2017-12-12T00:00:01.000,BIDADOO ONLINE AUCTION,1FTWX30506ED68077,TRUCK - LIGHT
31490,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,1600,2016-08-18T00:00:01.000,MURPHYS AUCTION,2FABP7BV4AX139997,SEDAN - PATROL
63450,2006,FORD,F150,PICKUP,DPR,7820,2017-04-18T00:00:01.000,BIDADOO ONLINE AUCTION,1FTVX12566NB84145,TRUCK - LIGHT
63461,2006,FORD,F150,PICKUP,DPR,5987,2016-08-03T00:00:01.000,BIDADOO ONLINE AUCTION,1FTRF12V36KD93218,TRUCK - LIGHT
62102,2006,FORD,FOCUS,PEO SUBCOMPACT SEDAN,SPD,1610,2018-05-02T00:00:01.000,MURPHYS AUCTION,1FAHP34N26W257954,SEDAN - SML
53760,2005,CHEVROLET,SUBURBAN K1500/K15906,SUV FULLSIZE - 4X4,SFD,7229,2016-04-28T00:00:01.000,BIDADOO ONLINE AUCTION,1GNFK16Z75R159124,SUV - LRG
52082,2005,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,6050,2018-05-14T00:00:01.000,BIDADOO ONLINE AUCTION,JTDKB22U350124592,SEDAN - SML - HYBRID
53006,2005,DODGE,CARAVAN,PASSENGER MINIVAN,FAS,3716.66,2016-11-01T00:00:01.000,BIDADOO ONLINE AUCTION,1D4GP23R15B167112,VAN - MINIVAN
31493,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,2073,2016-07-27T00:00:01.000,BIDADOO ONLINE AUCTION,2FABP7BV9AX140000,SEDAN - PATROL
43631,2004,FORD,F350,PICKUP - FLATBED,SDOT,7100,2017-09-01T00:00:01.000,MURPHYS AUCTION,1FTWW32S64ED82472,TRUCK - LIGHT
72503,2007,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPU,5601,2018-08-22T00:00:01.000,MURPHYS AUCTION,JTDKB20U977643966,SEDAN - SML - HYBRID
62559,2006,DODGE,STRATUS,MIDSIZE SEDAN,SPU,2700,2019-03-06T00:00:01.000,BIDADOO ONLINE AUCTION,1B3EL46T96N268872,SEDAN - MED
31773,2012,FORD,F450,PICKUP - FLATBED - EMERGENCY RESPONSE,SDOT,20500,2019-05-02T00:00:01.000,BIDADOO ONLINE AUCTION,1FD0X4HT5CEA71411,TRUCK - FLATBED
89102,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPD,4018,2017-11-02T00:00:01.000,BIDADOO ONLINE AUCTION,1FMCU59HX8KA59298,SUV - MED - HYBRID
89103,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPD,5700,2018-05-02T00:00:01.000,BIDADOO ONLINE AUCTION,1FMCU59HX8KA59303,SUV - MED - HYBRID
S1912,1991,DITCHWITCH,TRAILER,TRAILER - PUMP - 6900 LB GVWR,SPU,4435,2016-03-15T00:00:01.000,BIDADOO ONLINE AUCTION,000OB-1-M17H0815,TRAILER
31566,2011,TORO,GROUNDSMASTER 4010 D,MOWER - 11` ROTARY,DPR,12156,2018-07-18T00:00:01.000,BIDADOO ONLINE AUCTION,311000152,MOWER
31567,2011,TORO,GROUNDSMASTER 4010 D,MOWER - 11` ROTARY,DPR,15725,2018-08-16T00:00:01.000,BIDADOO ONLINE AUCTION,311000153,MOWER
31552,2011,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,4100,2018-10-30T00:00:01.000,MURPHYS AUCTION,2W9MPA612BS044106,SCOOTER
31553,2011,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,3001,2019-01-25T00:00:01.000,BIDADOO ONLINE AUCTION,2W9MPA614BS044105,SCOOTER
31556,2011,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,2675,2019-01-25T00:00:01.000,BIDADOO ONLINE AUCTION,2W9MPA61XBS044109,SCOOTER
31557,2011,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,3317,2019-06-11T00:00:01.000,BIDADOO ONLINE AUCTION,2W9MPA616BS044110,SCOOTER
31568,2011,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,2340,2019-06-11T00:00:01.000,BIDADOO ONLINE AUCTION,2WNPA610BS044104,SCOOTER
61532,2006,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDOT,5000,2019-05-03T00:00:01.000,MURPHYS AUCTION,JTDKB22U563144472,SEDAN - SML - HYBRID
73768,2007,DODGE,GRAND CARAVAN,VAN - MINIVAN - 8 PASSENGER,SFD,3250,2017-10-25T00:00:01.000,MURPHYS AUCTION,1D4GP24EX7B251394,VAN - MINIVAN
83661,2008,FORD,F250,PICKUP - DUMP BODY,SDOT,13100,2016-02-25T00:00:01.000,BIDADOO ONLINE AUCTION,1FTSX20528EA94294,TRUCK - LIGHT
84526,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPU,6850,2017-12-12T00:00:01.000,BIDADOO ONLINE AUCTION,1FMCU59H18KA59304,SUV - MED - HYBRID
84314,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPU,6956,2017-11-02T00:00:01.000,BIDADOO ONLINE AUCTION,1FMCU59H38KA59305,SUV - MED - HYBRID
31808,2012,CHEVROLET,IMPALA,PATROL CAR SEDAN 2WD - SPD TEST 4,SPD,4502,2019-06-11T00:00:01.000,BIDADOO ONLINE AUCTION,2G1WD5E32C1224046,SEDAN - PATROL
61828,2006,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDOT,6200,2019-03-06T00:00:01.000,MURPHYS AUCTION,JTDKB22U863145969,SEDAN - SML - HYBRID
61266,2006,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,8417,2017-03-03T00:00:01.000,BIDADOO ONLINE AUCTION,JTDKB22U663144027,SEDAN - SML - HYBRID
78282,2007,GO-4,INTERCEPTOR II,PEO SCOOTER,SPD,4700,2018-08-22T00:00:01.000,MURPHYS AUCTION,2W9MPH6177S044164,SCOOTER
45868,2004,GMC,T7500,TRUCK - MOVING - CLASS 7,DPR,10100,2016-03-30T00:00:01.000,BIDADOO ONLINE AUCTION,1GDM7F13X4F521234,TRUCK - HEAVY
61731,2006,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,3217,2017-01-05T00:00:01.000,BIDADOO ONLINE AUCTION,2G1WS551669396090,SEDAN - MED
83037,2008,INTERNATIONAL,4300 SBA HYBRID,CAR CARRIER,FAS,39700,2019-01-25T00:00:01.000,BIDADOO ONLINE AUCTION,1HTMMAAN78H555128,TRUCK - HEAVY - HYBRID
79932,2007,DODGE,CHARGER,PATROL CAR - TRAFFIC,SPD,4500,2016-01-07T00:00:01.000,OTHER SURPLUS METHOD,2B3LA43H87H708457,SEDAN - PATROL
73880,2007,FORD,RANGER,COMPACT PICKUP - FLATBED,DPR,1780,2016-10-12T00:00:01.000,BIDADOO ONLINE AUCTION,1FTZR44U97PA12134,TRUCK - LIGHT
84642,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPU,1475,2019-04-11T00:00:01.000,BIDADOO ONLINE AUCTION,1FMCU59H98KA59308,SUV - SML - HYBRID
84525,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPU,8778,2017-10-10T00:00:01.000,BIDADOO ONLINE AUCTION,1FMCU59H78KA59310,SUV - MED - HYBRID
83697,2008,FORD,F250,PICKUP - CREW CAB,SDOT,11200,2018-04-17T00:00:01.000,BIDADOO ONLINE AUCTION,1FTSW20538EB25992,TRUCK - LIGHT
31479,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,2611,2016-08-18T00:00:01.000,MURPHYS AUCTION,2FABP7BV7AX121770,SEDAN - PATROL
31434,2010,TORO,WORKMAN HDX-D 4WD,UTILITY VEHICLE 4 WHEEL,DPR,7656,2019-06-11T00:00:01.000,BIDADOO ONLINE AUCTION,310000226,UTILITY VEHICLE
84546,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID,SPU,5652,2018-02-15T00:00:01.000,BIDADOO ONLINE AUCTION,1FMCU49H68KA59292,SUV - MED - HYBRID
83572,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPU,8613,2017-08-21T00:00:01.000,BIDADOO ONLINE AUCTION,1FMCU59H58KA59306,SUV - MED - HYBRID
83603,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPU,7200,2018-05-02T00:00:01.000,MURPHYS AUCTION,1FMCU59H78KA59307,SUV - MED - HYBRID
84513,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPU,6550,2017-10-25T00:00:01.000,MURPHYS AUCTION,1FMCU59H08KA59309,SUV - MED - HYBRID
83976,2008,FORD,F150,PICKUP,DPR,6200,2019-05-17T00:00:01.000,BIDADOO ONLINE AUCTION,1FTVX12598KB37423,TRUCK - LIGHT
32093,2013,GOOD EARTH ENERGY CONSV INC,FIREFLY,PEO SCOOTER ELECTRIC,SPD,1375,2019-07-02T00:00:01.000,MURPHYS AUCTION,1G9B00356C1429017,SCOOTER - ELECTRIC
73575,2007,DODGE,GRAND CARAVAN,CARGO MINIVAN,SPU,3850,2017-09-08T00:00:01.000,BIDADOO ONLINE AUCTION,1D4GP23E57B251398,VAN - MINIVAN
73033,2007,DODGE,GRAND CARAVAN,CARGO MINIVAN - HVAC,FAS,5150,2017-12-21T00:00:01.000,MURPHYS AUCTION,1D4GP23E37B251402,VAN - MINIVAN
89100,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPD,6300,2018-03-07T00:00:01.000,MURPHYS AUCTION,1FMCU59H48KA59300,SUV - MED - HYBRID
89101,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPD,6115,2018-03-29T00:00:01.000,BIDADOO ONLINE AUCTION,1FMCU59H68KA59301,SUV - MED - HYBRID
61725,2006,CHEVROLET,IMPALA,MIDSIZE SEDAN,SPD,2100,2017-04-28T00:00:01.000,BIDADOO ONLINE AUCTION,2G1WS551269400314,SEDAN - MED
71737,2007,TOYOTA,CAMRY,SEDAN MIDSIZE - HYBRID,SPD,4805.55,2018-11-08T00:00:01.000,BIDADOO ONLINE AUCTION,4T1BB46K97U016716,SEDAN - MED - HYBRID
71681,2007,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPU,5350,2019-01-25T00:00:01.000,BIDADOO ONLINE AUCTION,JTDKB20UX77644687,SEDAN - SML - HYBRID
31015,2010,PETERBILT,335,TRUCK - EDUCTOR - VAC CON,SPU,145000,2017-06-22T00:00:01.000,MURPHYS AUCTION,2NP3LNOX8BM116723,TRUCK - EDUCTOR
S0569,1990,DTS,TRAILER,TRAILER,SPU,6500,2018-08-09T00:00:01.000,MURPHYS AUCTION,ID9US1622KS151050,TRAILER
31721,2012,CLUBCAR,CARRYALL2,CLUB CAR 48 VOLT ELECTRIC W/IQ PLUS SYST,CEN,2050,2019-05-17T00:00:01.000,BIDADOO ONLINE AUCTION,QB-1204-258094,GOLF CART - ELECTRIC
88311,2008,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,2025,2017-08-04T00:00:01.000,BIDADOO ONLINE AUCTION,2W9MPH6118S044596,SCOOTER
25501,2002,JOHN DEERE,624H,WHEEL LOADER - 29000 LB,SDOT,60000,2017-06-23T00:00:01.000,MURPHYS AUCTION,DW624HX583202,LOADER - WHEEL
W1120,1991,UNKNOWN,PUMP,TRAILER - PUMP,SPU,800,2019-10-24T00:00:01.000,MURPHYS AUCTION,UNKW1120,TRAILER
83682,2008,FORD,F450,PICKUP - SERVICE BODY - CLASS 4,SDOT,16411,2018-03-29T00:00:01.000,BIDADOO ONLINE AUCTION,1FDXF46Y28EA94295,TRUCK - HEAVY
44236,2004,FREIGHTLINER,SPRINTER C2500SHC,CARGO VAN - SPRINTER,SPD,25700,2016-12-06T00:00:01.000,BIDADOO ONLINE AUCTION,WD2PD643145616985,VAN
79963,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,0,2016-08-23T00:00:01.000,OTHER SURPLUS METHOD,2FAHP71W37X141785,SEDAN - PATROL
79964,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,2025,2019-06-11T00:00:01.000,BIDADOO ONLINE AUCTION,2FAHP71W07X141775,SEDAN - PATROL
75626,2007,VOLVO,G930,MOTOR GRADER - ARTICULATED - 35000 LB,SDOT,51250,2019-09-03T00:00:01.000,MURPHYS AUCTION,41655,GRADER
31728,2012,CLUBCAR,CARRYALL2,CLUB CAR 48 VOLT ELECTRIC W/IQ PLUS SYST,CEN,2350,2019-05-03T00:00:01.000,MURPHYS AUCTION,QB-1204-258106,GOLF CART - ELECTRIC
30868,2009,JOHN DEERE,GATOR,UTILITY VEHICLE 4 WHEEL,DPR,5750.01,2016-12-08T00:00:01.000,MURPHYS AUCTION,M06X4HD050011,UTILITY VEHICLE
23470,2002,FREIGHTLINER,MT55,SOLID WASTE WALKIN VAN - CLASS 6,SPU,12516,2016-02-05T00:00:01.000,BIDADOO ONLINE AUCTION,4UZAARBV92CK30549,VAN - WALKIN
16404,2001,GMC,T8500,TRUCK - SERVICE BODY - CLASS 8,SPU,16550,2018-08-23T00:00:01.000,BIDADOO ONLINE AUCTION,1GDP7C1C11J509011,TRUCK - HEAVY
W2224,1996,WELLS CARGO,TRAILER,TRAILER - ENCLOSED - 7700 LB GVWR,SPU,3045,2016-02-12T00:00:01.000,BIDADOO ONLINE AUCTION,1WC200G26V4027829,TRAILER
79974,2007,FORD,CROWN VICTORIA,PATROL CAR,SPD,1550,2016-02-25T00:00:01.000,BIDADOO ONLINE AUCTION,2FAHP71W17X141798,SEDAN - PATROL
25887,2002,PETERBILT,330,TRUCK - REFUSE PACKER - CLASS 8,DPR,14600,2017-10-02T00:00:01.000,BIDADOO ONLINE AUCTION,2NPNHD8X62M575404,TRUCK - REFUSE PACKER
17125,2001,HYSTER,J50XM2,FORKLIFT ELECTRIC - 5000 LB LIFT,DPR,4850,2018-07-18T00:00:01.000,BIDADOO ONLINE AUCTION,AZ16A05376Y,FORKLIFT - ELECTRIC
26414,2002,GMC,T8500,TRUCK - SERVICE BODY - CLASS 8,SPU,5755,2019-06-12T00:00:01.000,BIDADOO ONLINE AUCTION,1GDP7C1C42J503706,TRUCK - HEAVY
26415,2002,GMC,T8500,TRUCK - SERVICE BODY - CLASS 8,SPU,12600,2016-02-05T00:00:01.000,BIDADOO ONLINE AUCTION,1GDP7C1C92J503832,TRUCK - HEAVY
31718,2012,CLUBCAR,CARRYALL2,CLUB CAR 48 VOLT ELECTRIC W/IQ PLUS SYST,CEN,0,2016-12-27T00:00:01.000,OTHER SURPLUS METHOD,XXX718,GOLF CART - ELECTRIC
31719,2012,CLUBCAR,CARRYALL2,CLUB CAR 48 VOLT ELECTRIC W/IQ PLUS SYST,CEN,0,2016-12-27T00:00:01.000,OTHER SURPLUS METHOD,XXX719,GOLF CART - ELECTRIC
23939,2002,CHEVROLET,ASTRO,PASSENGER MINIVAN,DPR,3349,2016-04-28T00:00:01.000,BIDADOO ONLINE AUCTION,1GNDM19X92B152109,VAN - MINIVAN
23164,2002,CHEVROLET,ASTRO,PASSENGER MINIVAN,SPD,6701,2016-01-06T00:00:01.000,BIDADOO ONLINE AUCTION,1GCDL19X32B147564,VAN - MINIVAN
89106,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,FAS,4511,2019-09-04T00:00:01.000,MURPHYS AUCTION,1FMCU59H88KA59302,SUV - SML - HYBRID
89105,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SPD,4250,2017-06-23T00:00:01.000,MURPHYS AUCTION,1FMCU59H18KA59299,SUV - MED - HYBRID
30964,2010,TOYOTA,PRIUS,SEDAN COMPACT HYBRID,FAS,4000,2017-06-23T00:00:01.000,MURPHYS AUCTION,JTDKN3DU4A0062737,SEDAN - SML - HYBRID
26421,2002,GMC,T8500,TRUCK - SERVICE BODY - CLASS 8,SPU,10552,2019-05-17T00:00:01.000,BIDADOO ONLINE AUCTION,1GDP7C1C02J503413,TRUCK - HEAVY
79936,2007,DODGE,CHARGER,PATROL CAR - TRAFFIC,SPD,5450,2016-02-22T00:00:01.000,MURPHYS AUCTION,2B3LA43H87H708460,SEDAN - PATROL
25873,2002,PETERBILT,330,TRUCK - DUMP - CLASS 7,DPR,47000,2018-03-07T00:00:01.000,MURPHYS AUCTION,2NPNHD8X42M579337,TRUCK - DUMP TRUCK
25601,2002,PETERBILT,330,TRUCK - DUMP - SANDER - PLOW - CLASS 6,SDOT,30100,2017-06-29T00:00:01.000,BIDADOO ONLINE AUCTION,2NPNHD8X42M578057,TRUCK - DUMP TRUCK
25602,2002,PETERBILT,330,TRUCK - DUMP - SANDER - PLOW - CLASS 6,SDOT,32200,2017-06-29T00:00:01.000,BIDADOO ONLINE AUCTION,2NPNHD8X62M578058,TRUCK - DUMP TRUCK
23328,2002,CHEVROLET,EXPRESS,CARGO VAN - ELECTRICIAN,DPR,3200,2016-02-22T00:00:01.000,MURPHYS AUCTION,1GCGG25R721231083,VAN
31720,2012,CLUBCAR,CARRYALL2,CLUB CAR 48 VOLT ELECTRIC W/IQ PLUS SYST,CEN,0,2016-12-27T00:00:01.000,OTHER SURPLUS METHOD,XXX720,GOLF CART - ELECTRIC
31089,2010,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - 4X4,SPU,8100,2017-09-01T00:00:01.000,MURPHYS AUCTION,1GCKTBDE3A8143111,TRUCK - LIGHT
14709,2001,FORD,F450,PICKUP - SIDE DUMP - CLASS 4,SPU,16110,2016-01-06T00:00:01.000,BIDADOO ONLINE AUCTION,1FDXF46F31EB66593,TRUCK - HEAVY
34587,2003,CHEVROLET,S10,PICKUP COMPACT,SPU,3710,2017-10-25T00:00:01.000,MURPHYS AUCTION,1GCCS19X738238141,TRUCK - LIGHT
38264,2003,GO-4,INTERCEPTOR II,PEO SCOOTER TRAINING,SPD,1175,2017-10-25T00:00:01.000,MURPHYS AUCTION,2W9MPH5533P044177,SCOOTER
38151,2003,CASE,590M,BACKHOE LOADER - 20200 LB - 4X4,DPR,30050,2016-04-13T00:00:01.000,BIDADOO ONLINE AUCTION,JJG0288155,LOADER - BACKHOE
31423,2010,TORO,30607A,MOWER - 11` ROTARY,DPR,15496,2018-02-15T00:00:01.000,BIDADOO ONLINE AUCTION,310000161,MOWER
25573,2002,PETERBILT,330,TRUCK - DUMP - SANDER - PLOW - CLASS 6,SDOT,41600,2018-02-15T00:00:01.000,BIDADOO ONLINE AUCTION,2NPNHD8X82M578059,TRUCK - DUMP TRUCK
